Subject Number, 0, Age,
3, 60, 126.000000,0, bkbgl05s09.wav
3, 61, 128.000000,0, bkbgl02s06.wav
3, 62, 130.000000,0, bkbgl01s06.wav
3, 63, 132.000000,0, bkbgl05s07.wav
3, 64, 134.000000,0, bkbgl01s01.wav
3, 65, 136.000000,0, bkbgl02s15.wav
3, 66, 138.000000,0, bkbgl02s16.wav
3, 67, 140.000000,0, bkbgl03s01.wav
3, 68, 142.000000,0, bkbgl06s01.wav
3, 69, 144.000000,0, bkbgl06s07.wav
3, 70, 146.000000,0, bkbgl01s09.wav
3, 71, 148.000000,0, bkbgl03s14.wav
3, 72, 150.000000,0, bkbgl06s11.wav
3, 73, 152.000000,0, bkbgl04s02.wav
3, 74, 154.000000,0, bkbgl06s10.wav
3, 75, 156.000000,0, bkbgl04s08.wav
3, 76, 158.000000,0, bkbgl05s16.wav
3, 77, 160.000000,0, bkbgl03s15.wav
3, 78, 162.000000,0, bkbgl05s04.wav
3, 79, 164.000000,0, bkbgl05s08.wav
3, 80, 166.000000,0, bkbgl05s11.wav
3, 81, 168.000000,0, bkbgl04s01.wav
3, 82, 170.000000,0, bkbgl03s07.wav
3, 83, 172.000000,0, bkbgl03s07.wav
3, 84, 174.000000,0, bkbgl03s07.wav
3, 85, 176.000000,0, bkbgl03s07.wav
3, 86, 178.000000,0, bkbgl03s07.wav
3, 87, 180.000000,0, bkbgl03s07.wav
3, 88, 182.000000,0, bkbgl03s07.wav
3, 89, 184.000000,0, bkbgl03s07.wav
3, 90, 186.000000,0, bkbgl03s07.wav
3, 91, 188.000000,0, bkbgl03s07.wav
3, 92, 190.000000,0, bkbgl03s07.wav
3, 93, 192.000000,0, bkbgl03s07.wav
3, 94, 194.000000,0, bkbgl03s07.wav
3, 95, 196.000000,0, bkbgl03s07.wav
3, 96, 198.000000,0, bkbgl03s07.wav
3, 97, 200.000000,0, bkbgl03s07.wav
3, 98, 202.000000,0, bkbgl03s07.wav
3, 99, 204.000000,0, bkbgl03s07.wav
3, 100, 206.000000,0, bkbgl03s07.wav
3, 101, 208.000000,0, bkbgl03s07.wav
3, 102, 210.000000,0, bkbgl03s07.wav
3, 103, 212.000000,0, bkbgl03s07.wav
3, 104, 214.000000,0, bkbgl03s07.wav
3, 105, 216.000000,0, bkbgl03s07.wav
3, 106, 218.000000,0, bkbgl03s07.wav
3, 107, 220.000000,0, bkbgl03s07.wav
3, 108, 222.000000,0, bkbgl03s07.wav
3, 109, 224.000000,0, bkbgl03s07.wav
3, 110, 226.000000,0, bkbgl03s07.wav
3, 111, 228.000000,0, bkbgl03s07.wav
3, 112, 230.000000,0, bkbgl03s07.wav
3, 113, 232.000000,0, bkbgl03s07.wav
3, 114, 234.000000,0, bkbgl03s07.wav
3, 115, 236.000000,0, bkbgl03s07.wav
3, 116, 238.000000,0, bkbgl03s07.wav
3, 117, 240.000000,0, bkbgl03s07.wav
3, 118, 242.000000,0, bkbgl03s07.wav
3, 119, 244.000000,0, bkbgl03s07.wav
3, 120, 246.000000,0, bkbgl03s07.wav
3, 121, 248.000000,0, bkbgl03s07.wav
3, 122, 250.000000,0, bkbgl03s07.wav
3, 123, 252.000000,0, bkbgl03s07.wav
3, 124, 254.000000,0, bkbgl03s07.wav
3, 125, 256.000000,0, bkbgl03s07.wav
3, 126, 258.000000,0, bkbgl03s07.wav
3, 127, 260.000000,0, bkbgl03s07.wav
3, 128, 262.000000,0, bkbgl03s07.wav
3, 129, 264.000000,0, bkbgl03s07.wav
3, 130, 266.000000,0, bkbgl03s07.wav
3, 131, 268.000000,0, bkbgl03s07.wav
3, 132, 270.000000,0, bkbgl03s07.wav
3, 133, 272.000000,0, bkbgl03s07.wav
3, 134, 274.000000,0, bkbgl03s07.wav
3, 135, 276.000000,0, bkbgl03s07.wav
3, 136, 278.000000,0, bkbgl03s07.wav
3, 137, 280.000000,0, bkbgl03s07.wav
3, 138, 282.000000,0, bkbgl03s07.wav
3, 139, 284.000000,0, bkbgl03s07.wav
3, 140, 286.000000,0, bkbgl03s07.wav
3, 141, 288.000000,0, bkbgl03s07.wav
3, 142, 290.000000,0, bkbgl03s07.wav
3, 143, 292.000000,0, bkbgl03s07.wav
3, 144, 294.000000,0, bkbgl03s07.wav
3, 145, 296.000000,0, bkbgl03s07.wav
3, 146, 298.000000,0, bkbgl03s07.wav
3, 147, 300.000000,0, bkbgl03s07.wav
3, 148, 302.000000,0, bkbgl03s07.wav
3, 149, 304.000000,0, bkbgl03s07.wav
3, 150, 306.000000,0, bkbgl03s07.wav
3, 151, 308.000000,0, bkbgl03s07.wav
3, 152, 310.000000,0, bkbgl03s07.wav
3, 153, 312.000000,0, bkbgl03s07.wav
3, 154, 314.000000,0, bkbgl03s07.wav
3, 155, 316.000000,0, bkbgl03s07.wav
3, 156, 318.000000,0, bkbgl03s07.wav
3, 157, 320.000000,0, bkbgl03s07.wav
3, 158, 322.000000,0, bkbgl03s07.wav
3, 159, 324.000000,0, bkbgl03s07.wav
3, 160, 326.000000,0, bkbgl03s07.wav
3, 161, 328.000000,0, bkbgl03s07.wav
3, 162, 330.000000,0, bkbgl03s07.wav
3, 163, 332.000000,0, bkbgl03s07.wav
3, 164, 334.000000,0, bkbgl03s07.wav
3, 165, 336.000000,0, bkbgl03s07.wav
3, 166, 338.000000,0, bkbgl03s07.wav
3, 167, 340.000000,0, bkbgl03s07.wav
3, 168, 342.000000,0, bkbgl03s07.wav
3, 169, 344.000000,0, bkbgl03s07.wav
3, 170, 346.000000,0, bkbgl03s07.wav
3, 171, 348.000000,0, bkbgl03s07.wav
3, 172, 350.000000,0, bkbgl03s07.wav
3, 173, 352.000000,0, bkbgl03s07.wav
3, 174, 354.000000,0, bkbgl03s07.wav
3, 175, 356.000000,0, bkbgl03s07.wav
3, 176, 358.000000,0, bkbgl03s07.wav
3, 177, 360.000000,0, bkbgl03s07.wav
3, 178, 362.000000,0, bkbgl03s07.wav
3, 179, 364.000000,0, bkbgl03s07.wav
3, 180, 366.000000,0, bkbgl03s07.wav
3, 181, 368.000000,0, bkbgl03s07.wav
3, 182, 370.000000,0, bkbgl03s07.wav
3, 183, 372.000000,0, bkbgl03s07.wav
3, 184, 374.000000,0, bkbgl03s07.wav
3, 185, 376.000000,0, bkbgl03s07.wav
3, 186, 378.000000,0, bkbgl03s07.wav
3, 187, 380.000000,0, bkbgl03s07.wav
3, 188, 382.000000,0, bkbgl03s07.wav
3, 189, 384.000000,0, bkbgl03s07.wav
3, 190, 386.000000,0, bkbgl03s07.wav
3, 191, 388.000000,0, bkbgl03s07.wav
3, 192, 390.000000,0, bkbgl03s07.wav
3, 193, 392.000000,0, bkbgl03s07.wav
3, 194, 394.000000,0, bkbgl03s07.wav
3, 195, 396.000000,0, bkbgl03s07.wav
3, 196, 398.000000,0, bkbgl03s07.wav
3, 197, 400.000000,0, bkbgl03s07.wav
3, 198, 402.000000,0, bkbgl03s07.wav
3, 199, 404.000000,0, bkbgl03s07.wav
3, 200, 406.000000,0, bkbgl03s07.wav
3, 201, 408.000000,0, bkbgl03s07.wav
3, 202, 410.000000,0, bkbgl03s07.wav
3, 203, 412.000000,0, bkbgl03s07.wav
3, 204, 414.000000,0, bkbgl03s07.wav
3, 205, 416.000000,0, bkbgl03s07.wav
3, 206, 418.000000,0, bkbgl03s07.wav
3, 207, 420.000000,0, bkbgl03s07.wav
3, 208, 422.000000,0, bkbgl03s07.wav
3, 209, 424.000000,0, bkbgl03s07.wav
3, 210, 426.000000,0, bkbgl03s07.wav
3, 211, 428.000000,0, bkbgl03s07.wav
3, 212, 430.000000,0, bkbgl03s07.wav
3, 213, 432.000000,0, bkbgl03s07.wav
3, 214, 434.000000,0, bkbgl03s07.wav
3, 215, 436.000000,0, bkbgl03s07.wav
3, 216, 438.000000,0, bkbgl03s07.wav
3, 217, 440.000000,0, bkbgl03s07.wav
3, 218, 442.000000,0, bkbgl03s07.wav
3, 219, 444.000000,0, bkbgl03s07.wav
3, 220, 446.000000,0, bkbgl03s07.wav
3, 221, 448.000000,0, bkbgl03s07.wav
3, 222, 450.000000,0, bkbgl03s07.wav
3, 223, 452.000000,0, bkbgl03s07.wav
3, 224, 454.000000,0, bkbgl03s07.wav
3, 225, 456.000000,0, bkbgl03s07.wav
3, 226, 458.000000,0, bkbgl03s07.wav
3, 227, 460.000000,0, bkbgl03s07.wav
3, 228, 462.000000,0, bkbgl03s07.wav
3, 229, 464.000000,0, bkbgl03s07.wav
3, 230, 466.000000,0, bkbgl03s07.wav
3, 231, 468.000000,0, bkbgl03s07.wav
3, 232, 470.000000,0, bkbgl03s07.wav
3, 233, 472.000000,0, bkbgl03s07.wav
3, 234, 474.000000,0, bkbgl03s07.wav
3, 235, 476.000000,0, bkbgl03s07.wav
3, 236, 478.000000,0, bkbgl03s07.wav
3, 237, 480.000000,0, bkbgl03s07.wav
3, 238, 482.000000,0, bkbgl03s07.wav
3, 239, 484.000000,0, bkbgl03s07.wav
3, 240, 486.000000,0, bkbgl03s07.wav
3, 241, 488.000000,0, bkbgl03s07.wav
3, 242, 490.000000,0, bkbgl03s07.wav
3, 243, 492.000000,0, bkbgl03s07.wav
3, 244, 494.000000,0, bkbgl03s07.wav
3, 245, 496.000000,0, bkbgl03s07.wav
3, 246, 498.000000,0, bkbgl03s07.wav
3, 247, 500.000000,0, bkbgl03s07.wav
3, 248, 502.000000,0, bkbgl03s07.wav
3, 249, 504.000000,0, bkbgl03s07.wav
3, 250, 506.000000,0, bkbgl03s07.wav
3, 251, 508.000000,0, bkbgl03s07.wav
3, 252, 510.000000,0, bkbgl03s07.wav
3, 253, 512.000000,0, bkbgl03s07.wav
3, 254, 514.000000,0, bkbgl03s07.wav
3, 255, 516.000000,0, bkbgl03s07.wav
3, 256, 518.000000,0, bkbgl03s07.wav
3, 257, 520.000000,0, bkbgl03s07.wav
3, 258, 522.000000,0, bkbgl03s07.wav
3, 259, 524.000000,0, bkbgl03s07.wav
3, 260, 526.000000,0, bkbgl03s07.wav
3, 261, 528.000000,0, bkbgl03s07.wav
3, 262, 530.000000,0, bkbgl03s07.wav
3, 263, 532.000000,0, bkbgl03s07.wav
3, 264, 534.000000,0, bkbgl03s07.wav
3, 265, 536.000000,0, bkbgl03s07.wav
3, 266, 538.000000,0, bkbgl03s07.wav
3, 267, 540.000000,0, bkbgl03s07.wav
3, 268, 542.000000,0, bkbgl03s07.wav
3, 269, 544.000000,0, bkbgl03s07.wav
3, 270, 546.000000,0, bkbgl03s07.wav
3, 271, 548.000000,0, bkbgl03s07.wav
3, 272, 550.000000,0, bkbgl03s07.wav
3, 273, 552.000000,0, bkbgl03s07.wav
3, 274, 554.000000,0, bkbgl03s07.wav
3, 275, 556.000000,0, bkbgl03s07.wav
3, 276, 558.000000,0, bkbgl03s07.wav
3, 277, 560.000000,0, bkbgl03s07.wav
3, 278, 562.000000,0, bkbgl03s07.wav
3, 279, 564.000000,0, bkbgl03s07.wav
3, 280, 566.000000,0, bkbgl03s07.wav
3, 281, 568.000000,0, bkbgl03s07.wav
3, 282, 570.000000,0, bkbgl03s07.wav
3, 283, 572.000000,0, bkbgl03s07.wav
3, 284, 574.000000,0, bkbgl03s07.wav
3, 285, 576.000000,0, bkbgl03s07.wav
3, 286, 578.000000,0, bkbgl03s07.wav
3, 287, 580.000000,0, bkbgl03s07.wav
3, 288, 582.000000,0, bkbgl03s07.wav
3, 289, 584.000000,0, bkbgl03s07.wav
3, 290, 586.000000,0, bkbgl03s07.wav
3, 291, 588.000000,0, bkbgl03s07.wav
3, 292, 590.000000,0, bkbgl03s07.wav
3, 293, 592.000000,0, bkbgl03s07.wav
3, 294, 594.000000,0, bkbgl03s07.wav
3, 295, 596.000000,0, bkbgl03s07.wav
3, 296, 598.000000,0, bkbgl03s07.wav
3, 297, 600.000000,0, bkbgl03s07.wav
3, 298, 602.000000,0, bkbgl03s07.wav
3, 299, 604.000000,0, bkbgl03s07.wav
3, 300, 606.000000,0, bkbgl03s07.wav
3, 301, 608.000000,0, bkbgl03s07.wav
3, 302, 610.000000,0, bkbgl03s07.wav
3, 303, 612.000000,0, bkbgl03s07.wav
3, 304, 614.000000,0, bkbgl03s07.wav
3, 305, 616.000000,0, bkbgl03s07.wav
3, 306, 618.000000,0, bkbgl03s07.wav
3, 307, 620.000000,0, bkbgl03s07.wav
3, 308, 622.000000,0, bkbgl03s07.wav
3, 309, 624.000000,0, bkbgl03s07.wav
3, 310, 626.000000,0, bkbgl03s07.wav
3, 311, 628.000000,0, bkbgl03s07.wav
3, 312, 630.000000,0, bkbgl03s07.wav
3, 313, 632.000000,0, bkbgl03s07.wav
3, 314, 634.000000,0, bkbgl03s07.wav
3, 315, 636.000000,0, bkbgl03s07.wav
3, 316, 638.000000,0, bkbgl03s07.wav
3, 317, 640.000000,0, bkbgl03s07.wav
3, 318, 642.000000,0, bkbgl03s07.wav
3, 319, 644.000000,0, bkbgl03s07.wav
3, 320, 646.000000,0, bkbgl03s07.wav
3, 321, 648.000000,0, bkbgl03s07.wav
3, 322, 650.000000,0, bkbgl03s07.wav
3, 323, 652.000000,0, bkbgl03s07.wav
3, 324, 654.000000,0, bkbgl03s07.wav
3, 325, 656.000000,0, bkbgl03s07.wav
3, 326, 658.000000,0, bkbgl03s07.wav
3, 327, 660.000000,0, bkbgl03s07.wav
3, 328, 662.000000,0, bkbgl03s07.wav
3, 329, 664.000000,0, bkbgl03s07.wav
3, 330, 666.000000,0, bkbgl03s07.wav
3, 331, 668.000000,0, bkbgl03s07.wav
3, 332, 670.000000,0, bkbgl03s07.wav
3, 333, 672.000000,0, bkbgl03s07.wav
3, 334, 674.000000,0, bkbgl03s07.wav
3, 335, 676.000000,0, bkbgl03s07.wav
3, 336, 678.000000,0, bkbgl03s07.wav
3, 337, 680.000000,0, bkbgl03s07.wav
3, 338, 682.000000,0, bkbgl03s07.wav
3, 339, 684.000000,0, bkbgl03s07.wav
3, 340, 686.000000,0, bkbgl03s07.wav
3, 341, 688.000000,0, bkbgl03s07.wav
3, 342, 690.000000,0, bkbgl03s07.wav
3, 343, 692.000000,0, bkbgl03s07.wav
3, 344, 694.000000,0, bkbgl03s07.wav
3, 345, 696.000000,0, bkbgl03s07.wav
3, 346, 698.000000,0, bkbgl03s07.wav
3, 347, 700.000000,0, bkbgl03s07.wav
3, 348, 702.000000,0, bkbgl03s07.wav
3, 349, 704.000000,0, bkbgl03s07.wav
3, 350, 706.000000,0, bkbgl03s07.wav
3, 351, 708.000000,0, bkbgl03s07.wav
3, 352, 710.000000,0, bkbgl03s07.wav
3, 353, 712.000000,0, bkbgl03s07.wav
3, 354, 714.000000,0, bkbgl03s07.wav
3, 355, 716.000000,0, bkbgl03s07.wav
3, 356, 718.000000,0, bkbgl03s07.wav
3, 357, 720.000000,0, bkbgl03s07.wav
3, 358, 722.000000,0, bkbgl03s07.wav
3, 359, 724.000000,0, bkbgl03s07.wav
3, 360, 726.000000,0, bkbgl03s07.wav
3, 361, 728.000000,0, bkbgl03s07.wav
3, 362, 730.000000,0, bkbgl03s07.wav
3, 363, 732.000000,0, bkbgl03s07.wav
3, 364, 734.000000,0, bkbgl03s07.wav
3, 365, 736.000000,0, bkbgl03s07.wav
3, 366, 738.000000,0, bkbgl03s07.wav
3, 367, 740.000000,0, bkbgl03s07.wav
3, 368, 742.000000,0, bkbgl03s07.wav
3, 369, 744.000000,0, bkbgl03s07.wav
3, 370, 746.000000,0, bkbgl03s07.wav
3, 371, 748.000000,0, bkbgl03s07.wav
3, 372, 750.000000,0, bkbgl03s07.wav
3, 373, 752.000000,0, bkbgl03s07.wav
3, 374, 754.000000,0, bkbgl03s07.wav
3, 375, 756.000000,0, bkbgl03s07.wav
3, 376, 758.000000,0, bkbgl03s07.wav
3, 377, 760.000000,0, bkbgl03s07.wav
3, 378, 762.000000,0, bkbgl03s07.wav
3, 379, 764.000000,0, bkbgl03s07.wav
3, 380, 766.000000,0, bkbgl03s07.wav
3, 381, 768.000000,0, bkbgl03s07.wav
3, 382, 770.000000,0, bkbgl03s07.wav
3, 383, 772.000000,0, bkbgl03s07.wav
3, 384, 774.000000,0, bkbgl03s07.wav
3, 385, 776.000000,0, bkbgl03s07.wav
3, 386, 778.000000,0, bkbgl03s07.wav
3, 387, 780.000000,0, bkbgl03s07.wav
3, 388, 782.000000,0, bkbgl03s07.wav
3, 389, 784.000000,0, bkbgl03s07.wav
3, 390, 786.000000,0, bkbgl03s07.wav
3, 391, 788.000000,0, bkbgl03s07.wav
3, 392, 790.000000,0, bkbgl03s07.wav
3, 393, 792.000000,0, bkbgl03s07.wav
3, 394, 794.000000,0, bkbgl03s07.wav
3, 395, 796.000000,0, bkbgl03s07.wav
3, 396, 798.000000,0, bkbgl03s07.wav
3, 397, 800.000000,0, bkbgl03s07.wav
3, 398, 802.000000,0, bkbgl03s07.wav
3, 399, 804.000000,0, bkbgl03s07.wav
3, 400, 806.000000,0, bkbgl03s07.wav
3, 401, 808.000000,0, bkbgl03s07.wav
3, 402, 810.000000,0, bkbgl03s07.wav
3, 403, 812.000000,0, bkbgl03s07.wav
3, 404, 814.000000,0, bkbgl03s07.wav
3, 405, 816.000000,0, bkbgl03s07.wav
3, 406, 818.000000,0, bkbgl03s07.wav
3, 407, 820.000000,0, bkbgl03s07.wav
3, 408, 822.000000,0, bkbgl03s07.wav
3, 409, 824.000000,0, bkbgl03s07.wav
3, 410, 826.000000,0, bkbgl03s07.wav
3, 411, 828.000000,0, bkbgl03s07.wav
3, 412, 830.000000,0, bkbgl03s07.wav
3, 413, 832.000000,0, bkbgl03s07.wav
3, 414, 834.000000,0, bkbgl03s07.wav
3, 415, 836.000000,0, bkbgl03s07.wav
3, 416, 838.000000,0, bkbgl03s07.wav
3, 417, 840.000000,0, bkbgl03s07.wav
3, 418, 842.000000,0, bkbgl03s07.wav
3, 419, 844.000000,0, bkbgl03s07.wav
3, 420, 846.000000,0, bkbgl03s07.wav
3, 421, 848.000000,0, bkbgl03s07.wav
3, 422, 850.000000,0, bkbgl03s07.wav
3, 423, 852.000000,0, bkbgl03s07.wav
3, 424, 854.000000,0, bkbgl03s07.wav
3, 425, 856.000000,0, bkbgl03s07.wav
3, 426, 858.000000,0, bkbgl03s07.wav
3, 427, 860.000000,0, bkbgl03s07.wav
3, 428, 862.000000,0, bkbgl03s07.wav
3, 429, 864.000000,0, bkbgl03s07.wav
3, 430, 866.000000,0, bkbgl03s07.wav
3, 431, 868.000000,0, bkbgl03s07.wav
3, 432, 870.000000,0, bkbgl03s07.wav
3, 433, 872.000000,0, bkbgl03s07.wav
3, 434, 874.000000,0, bkbgl03s07.wav
3, 435, 876.000000,0, bkbgl03s07.wav
3, 436, 878.000000,0, bkbgl03s07.wav
3, 437, 880.000000,0, bkbgl03s07.wav
3, 438, 882.000000,0, bkbgl03s07.wav
3, 439, 884.000000,0, bkbgl03s07.wav
3, 440, 886.000000,0, bkbgl03s07.wav
3, 441, 888.000000,0, bkbgl03s07.wav
3, 442, 890.000000,0, bkbgl03s07.wav
3, 443, 892.000000,0, bkbgl03s07.wav
3, 444, 894.000000,0, bkbgl03s07.wav
3, 445, 896.000000,0, bkbgl03s07.wav
3, 446, 898.000000,0, bkbgl03s07.wav
3, 447, 900.000000,0, bkbgl03s07.wav
3, 448, 902.000000,0, bkbgl03s07.wav
3, 449, 904.000000,0, bkbgl03s07.wav
3, 450, 906.000000,0, bkbgl03s07.wav
3, 451, 908.000000,0, bkbgl03s07.wav
3, 452, 910.000000,0, bkbgl03s07.wav
3, 453, 912.000000,0, bkbgl03s07.wav
3, 454, 914.000000,0, bkbgl03s07.wav
3, 455, 916.000000,0, bkbgl03s07.wav
3, 456, 918.000000,0, bkbgl03s07.wav
3, 457, 920.000000,0, bkbgl03s07.wav
3, 458, 922.000000,0, bkbgl03s07.wav
3, 459, 924.000000,0, bkbgl03s07.wav
3, 460, 926.000000,0, bkbgl03s07.wav
3, 461, 928.000000,0, bkbgl03s07.wav
3, 462, 930.000000,0, bkbgl03s07.wav
3, 463, 932.000000,0, bkbgl03s07.wav
3, 464, 934.000000,0, bkbgl03s07.wav
3, 465, 936.000000,0, bkbgl03s07.wav
3, 466, 938.000000,0, bkbgl03s07.wav
3, 467, 940.000000,0, bkbgl03s07.wav
3, 468, 942.000000,0, bkbgl03s07.wav
3, 469, 944.000000,0, bkbgl03s07.wav
3, 470, 946.000000,0, bkbgl03s07.wav
3, 471, 948.000000,0, bkbgl03s07.wav
3, 472, 950.000000,0, bkbgl03s07.wav
3, 473, 952.000000,0, bkbgl03s07.wav
3, 474, 954.000000,0, bkbgl03s07.wav
3, 475, 956.000000,0, bkbgl03s07.wav
3, 476, 958.000000,0, bkbgl03s07.wav
3, 477, 960.000000,0, bkbgl03s07.wav
3, 478, 962.000000,0, bkbgl03s07.wav
3, 479, 964.000000,0, bkbgl03s07.wav
3, 480, 966.000000,0, bkbgl03s07.wav
3, 481, 968.000000,0, bkbgl03s07.wav
3, 482, 970.000000,0, bkbgl03s07.wav
3, 483, 972.000000,0, bkbgl03s07.wav
3, 484, 974.000000,0, bkbgl03s07.wav
3, 485, 976.000000,0, bkbgl03s07.wav
3, 486, 978.000000,0, bkbgl03s07.wav
3, 487, 980.000000,0, bkbgl03s07.wav
3, 488, 982.000000,0, bkbgl03s07.wav
3, 489, 984.000000,0, bkbgl03s07.wav
3, 490, 986.000000,0, bkbgl03s07.wav
3, 491, 988.000000,0, bkbgl03s07.wav
3, 492, 990.000000,0, bkbgl03s07.wav
3, 493, 992.000000,0, bkbgl03s07.wav
3, 494, 994.000000,0, bkbgl03s07.wav
3, 495, 996.000000,0, bkbgl03s07.wav
3, 496, 998.000000,0, bkbgl03s07.wav
3, 497, 1000.000000,0, bkbgl03s07.wav
3, 498, 1002.000000,0, bkbgl03s07.wav
3, 499, 1004.000000,0, bkbgl03s07.wav
3, 500, 1006.000000,0, bkbgl03s07.wav
3, 501, 1008.000000,0, bkbgl03s07.wav
3, 502, 1010.000000,0, bkbgl03s07.wav
3, 503, 1012.000000,0, bkbgl03s07.wav
3, 504, 1014.000000,0, bkbgl03s07.wav
3, 505, 1016.000000,0, bkbgl03s07.wav
3, 506, 1018.000000,0, bkbgl03s07.wav
3, 507, 1020.000000,0, bkbgl03s07.wav
3, 508, 1022.000000,0, bkbgl03s07.wav
3, 509, 1024.000000,0, bkbgl03s07.wav
3, 510, 1026.000000,0, bkbgl03s07.wav
3, 511, 1028.000000,0, bkbgl03s07.wav
3, 512, 1030.000000,0, bkbgl03s07.wav
3, 513, 1032.000000,0, bkbgl03s07.wav
3, 514, 1034.000000,0, bkbgl03s07.wav
3, 515, 1036.000000,0, bkbgl03s07.wav
3, 516, 1038.000000,0, bkbgl03s07.wav
3, 517, 1040.000000,0, bkbgl03s07.wav
3, 518, 1042.000000,0, bkbgl03s07.wav
3, 519, 1044.000000,0, bkbgl03s07.wav
3, 520, 1046.000000,0, bkbgl03s07.wav
3, 521, 1048.000000,0, bkbgl03s07.wav
3, 522, 1050.000000,0, bkbgl03s07.wav
3, 523, 1052.000000,0, bkbgl03s07.wav
3, 524, 1054.000000,0, bkbgl03s07.wav
3, 525, 1056.000000,0, bkbgl03s07.wav
3, 526, 1058.000000,0, bkbgl03s07.wav
3, 527, 1060.000000,0, bkbgl03s07.wav
3, 528, 1062.000000,0, bkbgl03s07.wav
3, 529, 1064.000000,0, bkbgl03s07.wav
3, 530, 1066.000000,0, bkbgl03s07.wav
3, 531, 1068.000000,0, bkbgl03s07.wav
3, 532, 1070.000000,0, bkbgl03s07.wav
3, 533, 1072.000000,0, bkbgl03s07.wav
3, 534, 1074.000000,0, bkbgl03s07.wav
3, 535, 1076.000000,0, bkbgl03s07.wav
3, 536, 1078.000000,0, bkbgl03s07.wav
3, 537, 1080.000000,0, bkbgl03s07.wav
3, 538, 1082.000000,0, bkbgl03s07.wav
3, 539, 1084.000000,0, bkbgl03s07.wav
3, 540, 1086.000000,0, bkbgl03s07.wav
3, 541, 1088.000000,0, bkbgl03s07.wav
3, 542, 1090.000000,0, bkbgl03s07.wav
3, 543, 1092.000000,0, bkbgl03s07.wav
3, 544, 1094.000000,0, bkbgl03s07.wav
3, 545, 1096.000000,0, bkbgl03s07.wav
3, 546, 1098.000000,0, bkbgl03s07.wav
3, 547, 1100.000000,0, bkbgl03s07.wav
3, 548, 1102.000000,0, bkbgl03s07.wav
3, 549, 1104.000000,0, bkbgl03s07.wav
3, 550, 1106.000000,0, bkbgl03s07.wav
3, 551, 1108.000000,0, bkbgl03s07.wav
3, 552, 1110.000000,0, bkbgl03s07.wav
3, 553, 1112.000000,0, bkbgl03s07.wav
3, 554, 1114.000000,0, bkbgl03s07.wav
3, 555, 1116.000000,0, bkbgl03s07.wav
3, 556, 1118.000000,0, bkbgl03s07.wav
3, 557, 1120.000000,0, bkbgl03s07.wav
